spec,target_gain_linear,target_ugbw_mhz,target_pm_deg,target_ibias_ma,output_gain_linear,output_ugbw_mhz,output_pm_deg,output_ibias_ma,autockt_reward_penalty,autockt_env_success,rel_gain,rel_ugbw,rel_phm,rel_ibias_max
73,258.0,4.982146941297392,60.000000016250205,5.137366360615403,2345.41088317845,2.6945715319010213,40.0,0.3141154563675431,-0.4979887068128038,No,0.8017984777838731,-0.2979887066828022,-0.20000000013000166,0.8847596059519148
74,397.0,8.38268350274158,60.00000009906157,0.5359752819018144,2527.478197817929,3.669827983274997,40.0,0.437509902110789,-0.5910268440304747,No,0.72849857434655,-0.3910268432379821,-0.2000000007924926,0.10114728134347305
75,274.0,18.974985329670957,60.000000073931936,8.642992099535853,2332.1743663537554,6.0,43.25056999718358,0.42430202580831555,-0.6817404246856735,No,0.7897301089770538,-0.5195192372848494,-0.16222118740082414,0.9064104417607142
76,220.0,14.660969183658217,60.000000029923434,2.5210593585313643,1909.5082497545757,6.0,40.728920536052875,0.35941535919403905,-0.610510971038372,No,0.7933795278554523,-0.4191947196024379,-0.19131625143593411,0.7504471349931825
77,259.0,7.926654119340202,60.00000003363735,4.770469436819608,2137.057913382363,3.1097186672642896,42.09766914655566,0.26792877677054616,-0.6118051645677995,No,0.783811569366964,-0.43646001682024693,-0.17534514774755258,0.8936452557291492
78,225.0,3.9844877961929974,60.00000008282894,3.8914967962372513,2189.5341354451443,1.2197366860019754,40.11510143749924,0.37348745307476305,-0.7298716883979289,No,0.8136286443856642,-0.5312513170117789,-0.19862037138615005,0.8248586952530901
79,297.0,17.52827178909025,60.00000005323398,1.5858382155873858,2094.3953876387122,6.0,41.08037613202004,0.3050358794433564,-0.6771493451251205,No,0.7516094565246605,-0.48997528983134914,-0.1871740552937713,0.6773599255021822
80,271.0,17.793608439417216,60.00000007087398,9.318484763856137,2181.4607368320867,6.0,42.58570751881286,0.39139864402951735,-0.6654164720558264,No,0.7789974812399578,-0.4956628780979503,-0.1697535939578762,0.9193813916011285
81,316.0,23.62422977785698,60.000000029979056,8.589103457704926,2098.078815049942,6.0,46.51840737675038,0.3047553206574555,-0.72149202618772,No,0.7382024165657055,-0.5949261773222688,-0.1265658488654512,0.931468369747699
82,362.0,13.011332250830215,60.00000008157488,5.5733614061090595,1778.2794100389228,5.77977824162987,40.0,0.25485540865535905,-0.584839098485694,No,0.6617264098303719,-0.384839097833095,-0.20000000065259904,0.9125442938190826
83,293.0,12.851085264282023,60.00000003683578,9.14808192825918,2070.4745482971425,4.537226419784754,42.08422362281146,0.3168475373080775,-0.6536291117528591,No,0.7520599490177685,-0.47812915914748677,-0.17549995260537235,0.9330480932878059
84,241.0,2.9306044455832234,60.00000006738064,7.432591698255112,2180.666819479671,0.7944101571034654,41.039193241360366,0.3410979957561935,-0.7611306681637745,No,0.8009635363036587,-0.5734727286542757,-0.1876579395094988,0.9122429607605849
85,294.0,1.9566588204067132,60.000000097989805,4.251756113191706,2407.474504995602,0.6417644140198137,43.62616229450797,0.25291507105287037,-0.6640442272793832,No,0.7823410885749014,-0.5060355022098997,-0.15800872506948352,0.8877098635134748
86,290.0,11.36868793985854,60.00000005837021,3.2858399432734067,2173.3730128815223,3.9775640706897177,41.56422219612894,0.4079810712888181,-0.6631424654920367,No,0.7645504773466902,-0.48162403850064023,-0.1815184269913965,0.7791007903845767
87,253.0,8.735718000599197,60.00000007967548,4.220940325163022,2112.3408141279547,2.358739279917117,44.09279398598521,0.3625360233124687,-0.7276071584343016,No,0.7860773394777995,-0.5747896052455942,-0.15281755318870743,0.8418073986863478
88,371.0,7.008829657888094,60.00000007253242,7.230850422139152,2113.3844101644354,3.1039459113814,41.96537501303616,0.2498401705906332,-0.5630038194484003,No,0.7013344646004727,-0.38613372953442954,-0.1768700899139707,0.9332039823078785
89,268.0,3.191845279143645,60.00000006880437,2.7854537842971854,2227.473754463706,0.9408540955696995,41.72607710149417,0.3748662428115377,-0.7243167123567888,No,0.7852111251255416,-0.5446781823393773,-0.17963853001741156,0.7627669099357063
90,379.0,24.08586645262808,60.00000000266471,0.8710819926724286,2060.7597418356877,6.0,45.86514349005029,0.2286332178447244,-0.7346591866426784,No,0.689313670111764,-0.6011416184774108,-0.13351756816526766,0.5841955887157236
91,374.0,21.06300673374835,60.000000047459025,3.7908008507048274,2336.8788669928085,5.245328404316823,40.0,0.43954320955147397,-0.8012420875897117,No,0.7240747238441678,-0.6012420872100395,-0.2000000003796722,0.7921950539763691
92,365.0,14.80477862127833,60.00000009670707,5.07020533133987,2402.4977036277455,5.43690021704417,42.3676386380388,0.3568105989002611,-0.6350469185751311,No,0.7362238100349326,-0.4628014543190189,-0.17224546425611215,0.8685057853204152
93,218.0,23.818870667352456,60.0000000782904,9.029215991656887,2399.9264829158324,6.0,46.76416007375714,0.3956588365902549,-0.7215429612282704,No,0.8334559802021692,-0.5975702724000764,-0.123972688828194,0.9160394501146198
94,355.0,24.989738005058832,60.00000007761621,1.8755090676958261,2536.3349758183335,6.0,42.87286205461705,0.2853077937153208,-0.7792634400041833,No,0.7544386914909267,-0.6127750419173891,-0.16648839808679428,0.7359259835384687
95,362.0,17.134758023277744,60.000000057763444,8.062946392641692,2336.392418982889,4.374157285874974,42.29055374710863,0.37682716092651924,-0.7663991581790713,No,0.7316921012278492,-0.5932703046151627,-0.1731288535639086,0.9107020683588835
96,243.0,7.4682646232092935,60.00000007214001,9.8159972530208,1855.4717574000385,2.763649879406142,40.0,0.40204980470168894,-0.6597980904263443,No,0.7684028873459113,-0.45979808984922416,-0.20000000057712009,0.9213059398864617
97,336.0,1.9655601554707882,60.00000005835233,9.545386133858234,1906.9364142264026,0.6663137482752336,42.93551894953115,0.4076827547226508,-0.6594366597602603,No,0.7003927549003767,-0.4936583038215851,-0.16577835593867524,0.918078984625459
98,386.0,19.15045192990137,60.00000001705121,0.7823717339501766,2527.1401192700355,5.450584830198418,40.77579489311887,0.35258292605763014,-0.7476438253886711,No,0.7349938662773814,-0.5568816970316735,-0.19076212835699766,0.37868368053538826
99,262.0,12.292019758039206,60.00000006290252,4.704432361377173,2079.7218185839347,6.0,40.934191929961514,0.2850847107910709,-0.5328696708296368,No,0.7762330282608595,-0.3439762170207536,-0.18889345380888314,0.8857265315790634
100,241.0,16.636227746408473,60.00000006197358,2.8948380191469343,2480.320843633147,6.0,40.0,0.4370156444442578,-0.6698763361452234,No,0.8228801278145147,-0.46987633564943465,-0.20000000049578864,0.7376741666539902
101,318.0,22.98574691024242,60.000000084116714,8.463980392187146,2397.81747072766,6.0,42.49834846260677,0.3227053337696465,-0.756753994877042,No,0.7658163676848304,-0.586003423090689,-0.17075057178635303,0.9265467449652056
102,297.0,5.355739533355022,60.00000001477757,3.3402791250885775,1867.791076503133,2.790033359324328,43.93205931287132,0.2765515075325221,-0.4695743655056147,No,0.72560862503207,-0.3149739389784005,-0.15460042652721423,0.8470752237949795
103,269.0,15.047911006668505,60.00000006807269,5.57560481370827,1929.8588806267296,5.9922093647403205,41.50724875543758,0.3757137355464422,-0.6125831914287435,No,0.7553276361934347,-0.43040160807415684,-0.1821815833545867,0.8737376490816499
104,363.0,16.234833266898086,60.00000000315705,0.17889481821880968,1946.0790321195202,5.376851501515602,41.169681178731445,0.2298886853137632,-0.8132840746371403,No,0.6855889339856855,-0.5024125551401639,-0.1861261062053898,-0.1247454132915865
105,376.0,12.80141925258432,60.00000009482052,2.0866444191842626,1815.1788260827302,3.7978000908508607,40.0,0.44415175572076415,-0.74241220554061,No,0.6568057380581828,-0.5424122047820459,-0.20000000075856417,0.6490023494385659
106,342.0,3.1898177510518524,60.00000001098955,5.6816867341594515,2144.702856182732,1.2710758037016139,41.065619239955005,0.2568707908706387,-0.6174724217848383,No,0.7249369789802754,-0.43012502401131125,-0.18734739777352707,0.9134905101826603
107,256.0,9.351065351071611,60.00000000189374,3.1087021419540215,2127.6322008223733,3.8819347966864353,43.15211203651978,0.3743543482275486,-0.5766253493101189,No,0.7852017606477394,-0.41329483059907346,-0.16333051871104545,0.7850426203061476
108,375.0,8.99940144796221,60.00000003136925,6.2649034865318365,2074.1168026373794,2.826938082256119,42.52696027779331,0.34351605490658305,-0.6923489479318967,No,0.6937671575351785,-0.5219250935536214,-0.1704238543782754,0.8960368503384057
109,283.0,17.08320422850845,60.00000001514313,4.692874236746944,1917.2941845783928,5.277439565832701,41.4333345548011,0.4055289113248576,-0.7110137312996117,No,0.7427616707042957,-0.527970695801856,-0.18304303549775566,0.8409192448901467
110,396.0,21.585594265608464,60.000000069050024,5.95774025634968,2034.6989519827162,6.0,40.58657182384792,0.23729939611841377,-0.7579925252382591,No,0.6741677946773428,-0.5649903393612712,-0.19300218587698798,0.9233905158221629
111,398.0,8.91528792589517,60.000000041037744,4.984270690963361,1965.966088232629,4.788930384591621,40.0,0.39768520746085484,-0.5011012705952798,No,0.6632777416045282,-0.30110127026697775,-0.20000000032830195,0.8522153600042345
112,214.0,17.64816817560238,60.00000007749723,7.748871303210192,1864.6924814593349,5.2819304427731,41.34695529888105,0.415041666456545,-0.7233529083967923,No,0.7941013383088176,-0.5393015502741605,-0.18405135812263182,0.8983228586589189
113,258.0,7.917227088674938,60.0000000920521,2.034681996340953,2286.0225806273256,3.438320241154613,42.355539431979956,0.2519469764558878,-0.5668086003643114,No,0.7971716116321733,-0.3944245677841363,-0.1723840325801751,0.7796345804647753
114,208.0,23.684644949517057,60.00000008728177,9.014388642541592,1778.2794100389228,6.0,40.0,0.21876621722529196,-0.7957505976682466,No,0.7905632017844618,-0.5957505969699924,-0.20000000069825416,0.9526128998055566
115,280.0,20.525584833711346,60.00000007358373,7.628773981184796,2337.577778275884,6.0,41.11144726787896,0.3757468895234293,-0.7344158232304119,No,0.7860617534853713,-0.5476065815239176,-0.18680924170649427,0.906116332109661
116,302.0,14.20231861532279,60.00000000622813,2.526756056328171,2439.2033903399656,5.224036935482022,40.0,0.35626450179105545,-0.6621701511293879,No,0.7796588162233772,-0.46217015107956294,-0.20000000004982502,0.7528533046441619
117,268.0,11.915821806441507,60.00000001380825,0.16314103924286028,1886.5122034060753,3.905915116285735,40.0,0.4066577899125149,-1.13363283370217,No,0.7512197892624438,-0.5062596306129883,-0.20000000011046598,-0.42737320297871556
118,216.0,8.548411772084032,60.00000002073417,4.159357484703597,1798.9301745177224,2.4498921540833445,44.97486595726353,0.34230176232977305,-0.6976271476828126,No,0.7856005108944284,-0.5544963713442189,-0.1431307763385937,0.8479219578623804
119,254.0,8.758570870623872,60.00000003250496,2.4066776444114555,2089.5270686194694,4.149271059621964,45.403626255007985,0.32344880483627103,-0.4955737407615909,No,0.7832327149951573,-0.35709298548205276,-0.13848075527953813,0.7630521436650703
120,345.0,24.284433443405852,60.00000006622268,3.5295946076201212,2034.1833454417788,6.0,41.4611690492423,0.26259197560300096,-0.786475311115761,No,0.7099845199732275,-0.6037568270040433,-0.1827184841117176,0.8615089369469715
121,383.0,10.700201368017895,60.00000005254772,8.41178266827212,2575.615201747175,5.774863870673707,49.9553121786288,0.3680703960758098,-0.3903095425838916,No,0.7410950908561384,-0.2989570861168464,-0.09135245646704522,0.9161556820192307
122,280.0,13.350310055898523,60.00000003137526,8.784266281090593,1892.5776856365262,4.905061800474596,42.663485112331536,0.36287737235842155,-0.6314845498030757,No,0.7422416681795523,-0.46261715849275414,-0.16886739131032158,0.9206577733757151
123,254.0,24.7148611547621,60.00000001731824,9.514803595220089,2222.676340900272,6.0,41.93501029083191,0.28699026407366257,-0.786530304511585,No,0.7948864001279465,-0.6093096452711949,-0.1772206592403901,0.9414412773430147
